證券代碼,年,月,日,收盤價(元),成交量(千股)
3149 正達,2015,4,1,44.1586,841
3152 璟德,2015,4,1,120.8396,287
3162 精確,2015,4,1,13.4519,76
3163 波若威,2015,4,1,55.5995,"1,633"
3164 景岳,2015,4,1,26.7756,136
3167 大量,2015,4,1,24.1108,85
3169 亞信,2015,4,1,29.1759,272
3171 新洲,2015,4,1,12.8634,30
3176 基亞,2015,4,1,133,"1,280"
3188 鑫龍騰,2015,4,1,10.6694,2
3189 景碩,2015,4,1,78.5363,"1,057"
3191 和進,2015,4,1,20.2,287
3202 樺晟,2015,4,1,9.524,773
3205 佰研,2015,4,1,28.7163,233
3206 志豐,2015,4,1,14.4143,213
3207 耀勝,2015,4,1,17.4353,34
3209 全科,2015,4,1,14.5942,589
3211 順達,2015,4,1,47.5092,"1,629"
3213 茂訊,2015,4,1,28.5816,188
3217 優群,2015,4,1,10.6043,413
3218 大學光,2015,4,1,26.8387,828
3219 倚強科,2015,4,1,29.8721,34
3221 台嘉碩,2015,4,1,18.1679,463
3224 三顧,2015,4,1,22.8215,141
3226 至寶電,2015,4,1,43.4695,1
3227 原相,2015,4,1,78.3757,"4,628"
3228 金麗科,2015,4,1,35.7778,89
3229 晟鈦,2015,4,1,34.9,145
3230 錦明,2015,4,1,14.3302,309
3231 緯創,2015,4,1,16.0032,"11,949"
3232 昱捷,2015,4,1,41.4776,387
3234 光環,2015,4,1,69.2512,"9,300"
3236 千如,2015,4,1,11.319,"2,687"
3252 海灣,2015,4,1,27.7606,2
3257 虹冠電,2015,4,1,40.808,346
3259 鑫創,2015,4,1,40.3595,154
3260 威剛,2015,4,1,39.371,"1,130"
3264 欣銓,2015,4,1,20.8485,"5,909"
3265 台星科,2015,4,1,31.7573,319
3266 昇陽,2015,4,1,17.2519,163
3268 海德威,2015,4,1,28.3901,706
3272 東碩,2015,4,1,98.5867,617
3276 宇環,2015,4,1,12.7799,157
3284 太普高,2015,4,1,7.6591,147
3285 微端,2015,4,1,41.262,607
3287 廣寰科,2015,4,1,10.65,286
3288 點晶,2015,4,1,27.375,14
3289 宜特,2015,4,1,62.7107,497
3290 東浦,2015,4,1,15.6831,140
3291 遠翔科,2015,4,1,25.7702,10
3293 鈊象,2015,4,1,90.6263,582
3294 英濟,2015,4,1,15.4956,86
3296 勝德,2015,4,1,15.9556,117
3297 杭特,2015,4,1,23.1002,87
3299 帛漢,2015,4,1,41.0286,260
3303 岱稜,2015,4,1,11.4779,101
3305 昇貿,2015,4,1,22.7208,117
3306 鼎天,2015,4,1,29.4384,121
3308 聯德,2015,4,1,11.3,"1,292"
3310 佳穎,2015,4,1,16.3299,94
3311 閎暉,2015,4,1,39.4465,"16,078"
3312 弘憶股,2015,4,1,11.0442,732
3313 斐成,2015,4,1,10.05,177
3315 宣昶,2015,4,1,19.9091,"1,922"
3317 尼克森,2015,4,1,15.4747,64
3322 建舜電,2015,4,1,11.694,"1,864"
3323 加百裕,2015,4,1,16.1279,844
3324 雙鴻,2015,4,1,19.211,223
3325 旭品,2015,4,1,17.3538,230
3332 幸康,2015,4,1,28.7462,5
3338 泰碩,2015,4,1,26.5569,368
3339 泰谷,2015,4,1,53.1974,94
3354 律勝,2015,4,1,10.0537,67
3356 奇偶,2015,4,1,75.8378,292
3360 尚立,2015,4,1,15.1227,590
3362 先進光,2015,4,1,22.7144,121
3363 上詮,2015,4,1,28.3102,301
3372 典範,2015,4,1,27.1959,"2,365"
3373 熱映,2015,4,1,15.7278,145
3374 精材,2015,4,1,53.8394,"9,522"
3376 新日興,2015,4,1,62.2317,622
3379 彬台,2015,4,1,18.3423,79
3380 明泰,2015,4,1,16.1138,"1,978"
3383 新世紀,2015,4,1,65.2235,"1,199"
3388 崇越電,2015,4,1,44.5409,86
3390 旭軟,2015,4,1,22.6974,283
3402 漢科,2015,4,1,9.637,143
3406 玉晶光,2015,4,1,100.6914,"2,808"
3416 融程電,2015,4,1,41.8033,636
3419 譁裕,2015,4,1,12.3882,204
3428 光燿科,2015,4,1,37.0429,404
3431 長天,2015,4,1,16.45,427
3432 台端,2015,4,1,19.5176,185
3434 哲固,2015,4,1,16.5708,28
3437 榮創,2015,4,1,48.74,"1,002"
3438 類比科,2015,4,1,33.4195,103
3441 聯一光,2015,4,1,15.6685,209
3443 創意,2015,4,1,67.9757,481
3444 利機,2015,4,1,16.514,130
3450 聯鈞,2015,4,1,55.3175,"3,095"
3452 益通,2015,4,1,44.7715,"7,158"
3454 晶睿,2015,4,1,59.1817,"1,061"
3455 由田,2015,4,1,24.7812,"4,774"
3465 進泰電子,2015,4,1,18.9475,3
3466 致振,2015,4,1,28.4647,9
3474 台灣美光,2015,4,1,40.55,"27,164"
3479 安勤,2015,4,1,32.5497,196
3481 群創,2015,4,1,12.8872,"36,939"
3483 力致,2015,4,1,11.9894,94
3484 崧騰,2015,4,1,48.1455,"1,863"
3489 森寶,2015,4,1,15.2412,38
3490 單井,2015,4,1,110.4744,"3,650"
3491 昇達科,2015,4,1,51.8491,457
3494 誠研,2015,4,1,20.7896,279
3498 陽程,2015,4,1,77.7859,771
3499 環天科,2015,4,1,15.7653,"4,350"
3501 維熹,2015,4,1,30.8948,95
3504 揚明光,2015,4,1,58.2505,140
3508 位速,2015,4,1,23.85,"1,977"
3511 矽瑪,2015,4,1,17.3921,135
3512 皇龍,2015,4,1,30.1282,64
3514 昱晶,2015,4,1,21.0911,"3,580"
3515 華擎,2015,4,1,52.7076,46
3516 亞帝歐,2015,4,1,13.9913,111
3518 柏騰,2015,4,1,48.3337,77
3519 綠能,2015,4,1,19.65,"3,196"
3520 華盈,2015,4,1,180.9962,9
3521 鴻翊,2015,4,1,14.15,45
3522 御頂,2015,4,1,14.0885,71
3523 迎輝,2015,4,1,60.3169,198
3526 凡甲,2015,4,1,31.803,332
3527 聚積,2015,4,1,48.6013,323
3528 安馳,2015,4,1,21.8002,59
3529 力旺,2015,4,1,308.5652,626
3531 先益,2015,4,1,13.7852,26
3532 台勝科,2015,4,1,88.5332,338
3533 嘉澤,2015,4,1,104.3952,873
3535 晶彩科,2015,4,1,13.6034,191
3536 誠創,2015,4,1,11.0635,38
3537 堡達,2015,4,1,15.0311,200
3540 曜越,2015,4,1,10.5709,221
3541 西柏,2015,4,1,74.5629,519
3545 敦泰,2015,4,1,51.4028,"2,158"
3546 宇峻,2015,4,1,26.3054,62
3548 兆利,2015,4,1,24.1632,138
3550 聯穎,2015,4,1,10.7705,54
3551 世禾,2015,4,1,38.8923,199
3552 同致,2015,4,1,114.4821,685
3553 力積,2015,4,1,24.0929,"1,134"
3555 重鵬,2015,4,1,55.2654,156
3556 禾瑞亞,2015,4,1,40.0151,226
3557 嘉威,2015,4,1,18.7488,"1,534"
3558 神準,2015,4,1,141.0596,279
3559 全智科,2015,4,1,20.8377,"1,943"
3561 昇陽光電,2015,4,1,19.9164,"2,805"
3562 頂晶科,2015,4,1,18.6451,0
3563 牧德,2015,4,1,36.9354,63
3564 其陽,2015,4,1,46.1261,149
3567 逸昌,2015,4,1,8.7862,159
3570 大塚,2015,4,1,74.6626,43
3573 穎台,2015,4,1,23.45,194
3576 聯合再生,2015,4,1,47.3475,"13,299"
3577 泓格,2015,4,1,27.6787,57
3579 尚志,2015,4,1,18.45,106
3580 友威科,2015,4,1,15.6227,243
3581 博磊,2015,4,1,15.9967,350
3583 辛耘,2015,4,1,46.2718,187
3584 介面,2015,4,1,17.2,273
3587 閎康,2015,4,1,45.1473,71
3588 通嘉,2015,4,1,28.9448,284
3591 艾笛森,2015,4,1,25.0974,283
3593 力銘,2015,4,1,29.3106,"9,393"
3594 磐儀,2015,4,1,39.0223,765
3596 智易,2015,4,1,28.9088,566
3598 奕力,2015,4,1,62.8963,456
3605 宏致,2015,4,1,30.1023,450
3607 谷崧,2015,4,1,55.9692,880
3609 三一東林,2015,4,1,15.2373,0
3611 鼎翰,2015,4,1,160.3345,24
3615 安可,2015,4,1,24.4023,249
3617 碩天,2015,4,1,44.5402,386
3622 洋華,2015,4,1,17.322,535
3623 富晶通,2015,4,1,54.1834,174
3624 光頡,2015,4,1,16.5439,473
3625 西勝,2015,4,1,10.6796,128
3628 盈正,2015,4,1,45.7796,988
3629 地心引力,2015,4,1,21.1844,0
3630 新鉅科,2015,4,1,35.3022,546
3631 晟楠,2015,4,1,38.4416,14
3632 研勤,2015,4,1,29.101,112
3642 駿熠電,2015,4,1,38.5809,405
3645 達邁,2015,4,1,38.424,542
3646 艾恩特,2015,4,1,12.6708,91
3652 精聯,2015,4,1,17.6154,7
3653 健策,2015,4,1,55.3862,326
3658 漢微科,2015,4,1,"1,780.25",191
3661 世芯-KY,2015,4,1,52.2164,527
3662 齊民,2015,4,1,119.1076,"1,202"
3663 鑫科,2015,4,1,18.1878,152
3664 安瑞-KY,2015,4,1,29.6946,238
3665 貿聯-KY,2015,4,1,91.8592,"1,606"
3666 光耀,2015,4,1,33.7577,133
3669 圓展,2015,4,1,16.2516,71
3673 TPK-KY,2015,4,1,195.1248,"8,272"
3675 德微,2015,4,1,23.2373,186
3679 新至陞,2015,4,1,33.161,71
3680 家登,2015,4,1,43.5372,151
3682 亞太電,2015,4,1,21.4288,"10,727"
3684 榮昌,2015,4,1,30.85,36
3685 元創精密,2015,4,1,31.6693,"1,994"
3686 達能,2015,4,1,34.4719,"12,220"
3687 歐買尬,2015,4,1,63.2446,406
3689 湧德,2015,4,1,53.5655,468
3691 碩禾,2015,4,1,443.4384,898
3693 營邦,2015,4,1,140.6339,508
3694 海華,2015,4,1,13.75,216
3698 隆達,2015,4,1,23.9993,"8,251"
3701 大眾控,2015,4,1,18.7543,7
3702 大聯大,2015,4,1,27.5343,"4,167"
3703 欣陸,2015,4,1,8.3809,985
3704 合勤控,2015,4,1,15.6829,"1,134"
3705 永信,2015,4,1,38.1184,258
3706 神達,2015,4,1,11.6674,"1,211"
3707 漢磊,2015,4,1,12.9795,185
4102 永日,2015,4,1,20.032,5
4103 百略,2015,4,1,60.2055,46
4104 佳醫,2015,4,1,34.3991,119
4105 東洋,2015,4,1,47.0771,807
4106 雃博,2015,4,1,43.5799,437
4107 邦特,2015,4,1,73.7113,324
4108 懷特,2015,4,1,29.7237,539
4109 加捷生醫,2015,4,1,23.8299,270
4111 濟生,2015,4,1,24.0522,129
4113 聯上,2015,4,1,13.9355,"1,078"
4114 健喬,2015,4,1,19.8932,"2,119"
4119 旭富,2015,4,1,43.296,191
4120 友華,2015,4,1,48.3455,103
4121 優盛,2015,4,1,12.8098,99
4123 晟德,2015,4,1,43.4128,"1,821"
4126 太醫,2015,4,1,47.0847,87
4127 天良,2015,4,1,22.0613,107
4128 中天,2015,4,1,23.5838,428
4129 聯合,2015,4,1,39.5065,406
4130 健亞,2015,4,1,55.8427,"3,873"
4131 晶宇,2015,4,1,13.1,18
4133 亞諾法,2015,4,1,27.9452,25
4137 麗豐-KY,2015,4,1,105.8723,137
4138 曜亞,2015,4,1,48.6156,37
4139 馬光-KY,2015,4,1,56.8976,35
4141 龍燈-KY,2015,4,1,44.2192,"1,020"
4142 國光生,2015,4,1,25.8217,643
4144 康聯-KY,2015,4,1,59.8555,64
4152 台微體,2015,4,1,204.1672,65
4153 鈺緯,2015,4,1,89.7272,370
4154 樂威科-KY,2015,4,1,22.6605,131
4157 太景*-KY,2015,4,1,33.5329,407
4160 創源,2015,4,1,35.3513,467
4161 聿新科,2015,4,1,80.1201,268
4162 智擎,2015,4,1,166.6163,396
4163 鐿鈦,2015,4,1,107.0502,104
4164 承業醫,2015,4,1,47.5877,245
4168 醣聯,2015,4,1,61.8,66
4171 瑞基,2015,4,1,42.4452,94
4173 久裕,2015,4,1,24.3703,222
4174 浩鼎,2015,4,1,317.2822,"1,779"
4175 杏一,2015,4,1,48.3976,14
4180 安成藥,2015,4,1,202,299
4188 安克,2015,4,1,33.9641,583
4192 杏國,2015,4,1,40.5137,169
4198 欣大健康,2015,4,1,117,"1,044"
4205 中華食,2015,4,1,24.3497,11
4207 環泰,2015,4,1,9.0261,107
4303 信立,2015,4,1,9.827,103
4304 勝昱,2015,4,1,23.6503,44
4305 世坤,2015,4,1,16.8481,4
4306 炎洲,2015,4,1,11.6524,"2,233"
4401 東隆興,2015,4,1,84.5598,978
4402 福大,2015,4,1,5.45,75
4406 新昕纖,2015,4,1,9.2,269
4413 飛寶企業,2015,4,1,19.3921,2
4414 如興,2015,4,1,16.3636,318
4416 三圓,2015,4,1,83.197,7
4417 金洲,2015,4,1,16.78,401
4419 元勝,2015,4,1,7.45,22
4420 光明,2015,4,1,16.0121,2
4426 利勤,2015,4,1,36.9004,"3,012"
4429 聚紡,2015,4,1,25.8909,42
4430 耀億,2015,4,1,26.1016,269
4432 銘旺實,2015,4,1,75.7548,829
4433 興采,2015,4,1,21.7792,174
4502 健信,2015,4,1,11.9156,28
4503 金雨,2015,4,1,21.2741,9
4506 崇友,2015,4,1,16.2516,263
4510 高鋒,2015,4,1,15.8591,149
4513 福裕,2015,4,1,10.733,394
4523 永彰,2015,4,1,20.8861,61
4526 東台,2015,4,1,28.509,384
4527 方土霖,2015,4,1,17.5453,49
4528 江興鍛,2015,4,1,44.3862,"2,835"
4529 淳紳,2015,4,1,14.7,17
4530 宏易,2015,4,1,4.5,61
4532 瑞智,2015,4,1,21.6079,804
4533 協易機,2015,4,1,10.6657,168
4534 慶騰,2015,4,1,13.6658,574
4535 至興,2015,4,1,34.5494,22
4536 拓凱,2015,4,1,94.1857,71
4541 晟田,2015,4,1,33.8559,27
4542 科嶠,2015,4,1,36.5862,22
4549 桓達,2015,4,1,84.8028,180
4550 長佳,2015,4,1,15.9456,107
4609 唐鋒,2015,4,1,10.65,103
4702 中美實,2015,4,1,51.9382,90
4703 揚華,2015,4,1,58.734,819
4706 大恭,2015,4,1,11.5801,52
4707 磐亞,2015,4,1,5.6981,495
4711 永純,2015,4,1,10.3201,46
4712 南璋,2015,4,1,20.6836,442
4714 永捷,2015,4,1,8.0135,770
4716 大立,2015,4,1,11.255,82
4720 德淵,2015,4,1,11.3135,94
4721 美琪瑪,2015,4,1,18.7407,166
4722 國精化,2015,4,1,17.4929,"2,500"
4725 信昌化,2015,4,1,57.1668,"1,010"
4726 永昕,2015,4,1,45.1,61
4728 雙美,2015,4,1,23.7298,71
4729 熒茂,2015,4,1,20.8,81
4733 上緯,2015,4,1,227.4531,"2,570"
4735 豪展,2015,4,1,14.7569,92
4736 泰博,2015,4,1,71.3788,"1,189"
4737 華廣,2015,4,1,38.1651,167
4739 康普,2015,4,1,35.3765,962
4743 合一,2015,4,1,46.9029,918
4745 合富-KY,2015,4,1,48.1176,30
4746 台耀,2015,4,1,53.0118,249
4747 強生,2015,4,1,37.2714,50
4755 三福化,2015,4,1,18.7151,15
4903 聯光通,2015,4,1,12.5224,"1,286"
4904 遠傳,2015,4,1,52.9269,"3,507"
4905 台聯電,2015,4,1,34.5229,84
4906 正文,2015,4,1,18.0109,846
4907 富宇,2015,4,1,11.3378,0
4908 前鼎,2015,4,1,21.518,128
4909 新復興,2015,4,1,25.5906,227
4911 德英,2015,4,1,84.5453,90
4912 聯德控股-KY,2015,4,1,48.5521,"1,828"
4915 致伸,2015,4,1,30.7526,"9,652"
4916 事欣科,2015,4,1,23.3837,415
4919 新唐,2015,4,1,20.3165,339
4924 欣厚-KY,2015,4,1,44.35,361
4927 泰鼎-KY,2015,4,1,34.2918,441
4930 燦星網,2015,4,1,22.3347,"1,515"
4933 友輝,2015,4,1,27.4257,169
4934 太極,2015,4,1,31.8794,"4,017"
4935 茂林-KY,2015,4,1,34.4402,500
4938 和碩,2015,4,1,55.2739,"9,283"
4939 亞電,2015,4,1,14.8937,852
4942 嘉彰,2015,4,1,20.0933,157
4944 兆遠,2015,4,1,86.3806,"2,062"
4946 辣椒,2015,4,1,120.7232,80
4947 昂寶-KY,2015,4,1,130.2089,493
4950 牧東,2015,4,1,21.7147,27
4952 凌通,2015,4,1,26.8961,"2,570"
4953 緯軟,2015,4,1,22.3474,121
4956 光鋐,2015,4,1,19.0457,132
4958 臻鼎-KY,2015,4,1,72.9011,"2,110"
4960 誠美材,2015,4,1,29.7962,"2,534"
4965 商店街,2015,4,1,148.2201,113
4966 譜瑞-KY,2015,4,1,255.1361,607
4971 IET-KY,2015,4,1,64.743,"1,285"
4972 湯石照明,2015,4,1,18.1926,35
4973 廣穎,2015,4,1,17.4169,86
4974 亞泰,2015,4,1,28.4704,373
4976 佳凌,2015,4,1,20.2514,54
4977 眾達-KY,2015,4,1,48.8007,470
4979 華星光,2015,4,1,60.9913,"2,968"
4984 科納-KY,2015,4,1,30.6978,168
4987 科誠,2015,4,1,46.0878,36
4991 環宇-KY,2015,4,1,44.0401,288
4994 傳奇,2015,4,1,119.7428,38
4995 晶達,2015,4,1,30.9451,76
4999 鑫禾,2015,4,1,41.1431,198
5007 三星,2015,4,1,52.9072,140
5009 榮剛,2015,4,1,16.3,644
5011 久陽,2015,4,1,22.2675,28
5013 強新,2015,4,1,14.6608,154
5014 建錩,2015,4,1,8.8116,616
5015 華祺,2015,4,1,14.6211,241
5016 松和,2015,4,1,18.0035,73
5102 富強,2015,4,1,11.0461,76
5201 凱衛,2015,4,1,11.645,91
5202 力新,2015,4,1,17.2183,328
5203 訊連,2015,4,1,67.6732,117
5205 中茂,2015,4,1,57.5115,0
5206 坤悅,2015,4,1,9.0029,65
5209 新鼎,2015,4,1,32.7758,2
5210 寶碩,2015,4,1,8.7009,76
5211 蒙恬,2015,4,1,32.6341,"1,152"
5212 凌網,2015,4,1,16.7035,80
5213 亞昕,2015,4,1,12.5874,219
5215 科嘉-KY,2015,4,1,30.1078,136
5225 東科-KY,2015,4,1,52.5356,188
5227 立凱-KY,2015,4,1,157.3068,"1,141"
5230 雷笛克光學,2015,4,1,34.9201,161
5234 達興材料,2015,4,1,27.9217,60
5243 乙盛-KY,2015,4,1,30.431,367
5251 天鉞電,2015,4,1,38.6261,296
5255 美桀,2015,4,1,23.4265,29
5259 奕智博,2015,4,1,115.3956,"1,763"
5263 智崴,2015,4,1,249.7631,246
5264 鎧勝-KY,2015,4,1,125.7881,"1,426"
5266 F*AS,2015,4,1,64.0097,3
5269 祥碩,2015,4,1,178.6457,799
5272 笙科,2015,4,1,57.3326,997
5274 信驊,2015,4,1,226.9736,139
5276 達輝-KY,2015,4,1,17.1902,3
5278 尚凡,2015,4,1,32.5779,29
5284 jpp-KY,2015,4,1,42.0359,49
5285 界霖,2015,4,1,29.848,11
5287 數字,2015,4,1,197.2665,84
5288 豐祥-KY,2015,4,1,50.4623,329
5289 宜鼎,2015,4,1,72.4918,"1,674"
5291 邑昇,2015,4,1,22.6956,129
5301 寶得利,2015,4,1,72.412,10
5302 太欣,2015,4,1,7.67,109
5304 鼎創達,2015,4,1,4.91,38
5305 敦南,2015,4,1,19.4188,"1,388"
5306 桂盟,2015,4,1,109.2356,74
5309 系統電,2015,4,1,21.1937,"1,635"
5310 天剛,2015,4,1,28.518,8
5312 寶島科,2015,4,1,55.0574,82
5314 世紀,2015,4,1,9.27,62
5315 光聯,2015,4,1,8.1082,"1,137"
5317 Ｄ凱美,2015,4,1,14.4925,438
5321 美而快,2015,4,1,21.5,82
5324 士開,2015,4,1,13.5616,68
5328 華容,2015,4,1,6.4505,484
5340 建榮,2015,4,1,4.97,109
5344 立衛,2015,4,1,9.19,3
5345 天揚,2015,4,1,18.4637,18
5347 世界,2015,4,1,37.3161,"7,052"
5348 系通,2015,4,1,10.95,1
5349 先豐,2015,4,1,48.5006,"5,637"
5351 鈺創,2015,4,1,38.3028,"8,455"
5353 台林,2015,4,1,8.8693,65
5355 佳總,2015,4,1,9.662,284
5356 協益,2015,4,1,41.4787,474
5364 力麗店,2015,4,1,68.6326,2
5371 中光電,2015,4,1,32.5767,"1,033"
5381 合正,2015,4,1,5.2719,536
5383 金利,2015,4,1,16.3998,109
5384 捷元,2015,4,1,12.6693,241
5386 青雲,2015,4,1,14.1431,11
5388 中磊,2015,4,1,48.3101,"1,619"
5392 能率,2015,4,1,52.513,"1,313"
5395 圓方,2015,4,1,34.2394,4
5398 慕康生醫,2015,4,1,42.3393,107
5403 中菲,2015,4,1,13.8634,93
5410 國眾,2015,4,1,7.78,124
5425 台半,2015,4,1,23.6896,"1,220"
5426 振發,2015,4,1,12.3801,177
5432 新門,2015,4,1,16.0692,29
5434 崇越,2015,4,1,38.1207,528
5438 東友,2015,4,1,8.8996,195
5439 高技,2015,4,1,16.3147,68
5443 均豪,2015,4,1,9.0325,"1,459"
5450 南良,2015,4,1,16.15,78
5452 佶優,2015,4,1,10.479,421
5455 昇益,2015,4,1,10,0
5457 宣德,2015,4,1,37.3972,"1,753"
5460 同協,2015,4,1,12.8719,388
5464 霖宏,2015,4,1,16.8681,381
5465 富驊,2015,4,1,14.2025,67
5466 泰林,2015,4,1,24.85,"2,464"
5468 凱鈺,2015,4,1,36.5875,27
5469 瀚宇博,2015,4,1,10.9697,"6,000"
5471 松翰,2015,4,1,32.1379,286
5474 聰泰,2015,4,1,42.9326,"1,519"
5475 德宏,2015,4,1,10.7688,467
5478 智冠,2015,4,1,66.652,431
5480 統盟,2015,4,1,14.1468,189
5481 新華,2015,4,1,17.9361,218
5483 中美晶,2015,4,1,35.6671,"4,464"
5484 慧友,2015,4,1,19.6136,247
5487 通泰,2015,4,1,17.5978,166
5488 松普,2015,4,1,6.1486,56
5489 彩富,2015,4,1,42.3002,798
5490 同亨,2015,4,1,49.3855,"1,541"
5491 連展,2015,4,1,12.2645,794
5493 三聯,2015,4,1,19.7284,39
5498 凱崴,2015,4,1,10.4964,"1,289"
5505 和旺,2015,4,1,55.8,"3,839"
5506 長鴻,2015,4,1,6.62,68
5508 永信建,2015,4,1,30.2493,208
5511 德昌,2015,4,1,21.7973,178
5512 力麒,2015,4,1,8.9657,629
5514 三豐,2015,4,1,13.5409,38
5515 建國,2015,4,1,8.1113,337
5516 雙喜,2015,4,1,9.2672,36
5519 隆大,2015,4,1,14.0882,353
5520 力泰,2015,4,1,20.1601,7
5521 工信,2015,4,1,9.5854,606
5522 遠雄,2015,4,1,19.0577,"4,176"
5523 豐謙,2015,4,1,13.8805,38
5525 順天,2015,4,1,10.9503,52
5529 鉅陞,2015,4,1,18.1183,13
5530 龍巖,2015,4,1,63.8693,265
5531 鄉林,2015,4,1,14.592,256
5533 皇鼎,2015,4,1,14.141,173
5534 長虹,2015,4,1,35.551,437
5536 聖暉,2015,4,1,43.1827,93
5538 東明-KY,2015,4,1,21.3801,106
5601 台聯櫃,2015,4,1,24.6646,39
5603 陸海,2015,4,1,15.9378,392
5604 中連,2015,4,1,22.1785,11
5607 遠雄港,2015,4,1,15.8514,162
5608 四維航,2015,4,1,23.6136,470
5609 中菲行,2015,4,1,13.7933,99
5701 劍湖山,2015,4,1,4.56,159
5703 亞都,2015,4,1,20.92,19
5704 老爺知,2015,4,1,37.1704,134
5706 鳳凰,2015,4,1,27.1098,82
5820 日盛金,2015,4,1,5.5788,308
5871 中租-KY,2015,4,1,50.3594,"2,886"
5878 台名,2015,4,1,25.1642,13
5880 合庫金,2015,4,1,9.467,"13,164"
5902 德記,2015,4,1,13.4,0
5903 全家,2015,4,1,204.562,799
5904 寶雅,2015,4,1,224.5059,131
5905 南仁湖,2015,4,1,10.0423,556
5906 台南-KY,2015,4,1,33.0862,163
5907 大洋-KY,2015,4,1,37.9844,839
6005 群益證,2015,4,1,6.68,"2,195"
6015 宏遠證,2015,4,1,7.7058,474
6016 康和證,2015,4,1,5.9872,621
6020 大展證,2015,4,1,15.1375,68
6021 大慶證,2015,4,1,12.9024,96
6022 大眾證,2015,4,1,10.1162,591
6023 元大期,2015,4,1,26.602,"1,501"
6024 群益期,2015,4,1,13.7126,223
6101 寬魚國際,2015,4,1,25.4053,29
6103 合邦,2015,4,1,10.2,16
6104 創惟,2015,4,1,45.7626,"10,074"
6105 瑞傳,2015,4,1,47.7502,906
6107 華美,2015,4,1,64.4825,"1,317"
6108 競國,2015,4,1,15.2894,948
6109 亞元,2015,4,1,11.792,47
6111 大宇資,2015,4,1,53.7908,20
6112 聚碩,2015,4,1,17.3649,756
6113 亞矽,2015,4,1,10.65,77
6114 久威,2015,4,1,42.5756,48
6115 鎰勝,2015,4,1,26.6748,129
6116 彩晶,2015,4,1,5.714,"9,954"
6117 迎廣,2015,4,1,14.0885,46
6118 建達,2015,4,1,11.35,84
6120 達運,2015,4,1,16.0761,"1,994"
6121 新普,2015,4,1,171.5631,"1,698"
6122 擎邦,2015,4,1,9.6031,172
6123 上奇,2015,4,1,15.2901,61
6124 業強,2015,4,1,25.85,570
6125 廣運,2015,4,1,10.1295,507
6126 信音,2015,4,1,10.0088,134
6127 九豪,2015,4,1,13.8478,393
6128 上福,2015,4,1,22.7465,35
6129 普誠,2015,4,1,11.45,708
6130 星寶國際,2015,4,1,33.9021,49
6131 鈞泰,2015,4,1,86.0282,"1,560"
6133 金橋,2015,4,1,8.9157,57
6134 萬旭,2015,4,1,11.0215,49
6135 佳營,2015,4,1,17.6,137
6136 富爾特,2015,4,1,15.6591,224
6138 茂達,2015,4,1,31.3333,"1,697"
6139 亞翔,2015,4,1,17.0194,47
6140 訊達,2015,4,1,12.55,201
6141 柏承,2015,4,1,10.9654,121
6142 友勁,2015,4,1,7.1045,322
6143 振曜,2015,4,1,32.0709,550
6144 得利影,2015,4,1,20.4384,2
6145 勁永,2015,4,1,16.2575,"1,169"
6146 耕興,2015,4,1,122.3884,254
6147 頎邦,2015,4,1,44.991,"7,833"
6148 驊宏資,2015,4,1,10.2114,523
6150 撼訊,2015,4,1,20.1263,55
6151 晉倫,2015,4,1,12.004,58
6152 百一,2015,4,1,12.2,201
6153 嘉聯益,2015,4,1,25.336,"6,565"
6154 順發,2015,4,1,14.4313,63
6155 鈞寶,2015,4,1,17.3285,34
6156 松上,2015,4,1,14.7059,73
6158 禾昌,2015,4,1,13.0556,120
6160 欣技,2015,4,1,19.6175,137
6161 捷波,2015,4,1,6.9654,581
6163 華電網,2015,4,1,14.1335,520
6164 華興,2015,4,1,12.2897,88
6165 浪凡,2015,4,1,20.739,364
6166 凌華,2015,4,1,59.5463,234
6167 久正,2015,4,1,4.02,541
6168 宏齊,2015,4,1,14.924,"1,112"
6169 昱泉,2015,4,1,33.0148,35
6170 統振,2015,4,1,10.4052,156
6171 大城地產,2015,4,1,11.6574,13
6172 互億,2015,4,1,10.2867,72
6173 信昌電,2015,4,1,10.5641,466
6174 安碁,2015,4,1,14.6824,83
6175 立敦,2015,4,1,13.6326,41
6176 瑞儀,2015,4,1,58.1261,"4,308"
6177 達麗,2015,4,1,17.2168,860
6179 亞通,2015,4,1,28.4684,252
6180 橘子,2015,4,1,28.0403,481
6182 合晶,2015,4,1,11.7404,"3,583"
6183 關貿,2015,4,1,20.2494,82
6184 大豐電,2015,4,1,31.529,170
6185 幃翔,2015,4,1,23.4363,904
6186 新潤,2015,4,1,12.5578,68
6187 萬潤,2015,4,1,41.5295,611
6188 廣明,2015,4,1,23.943,509
6189 豐藝,2015,4,1,22.9375,167
6190 萬泰科,2015,4,1,5.6069,79
6191 精成科,2015,4,1,9.1925,666
6192 巨路,2015,4,1,47.611,60
6194 育富,2015,4,1,18.3635,144
6195 詩肯,2015,4,1,47.3522,257
6196 帆宣,2015,4,1,20.5598,670
6197 佳必琪,2015,4,1,31.0893,"2,945"
6198 凌泰,2015,4,1,41.8333,0
6199 天品,2015,4,1,18.7181,0
6201 亞弘電,2015,4,1,15.8302,67
6202 盛群,2015,4,1,38.1539,502
6203 海韻電,2015,4,1,31.2389,70
6204 艾華,2015,4,1,18.6234,16
6205 詮欣,2015,4,1,24.5612,143
6206 飛捷,2015,4,1,81.9268,867
6207 雷科,2015,4,1,18.2868,442
